         72428 function calls (67204 primitive calls) in 0.063 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:137(_type_convert)
        6    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\enum.py:571(_get_mixins_)
       55    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:1043(<listcomp>)
       42    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\enum.py:33(_is_sunder)
       30    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\__future__.py:1(<module>)
       48    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Symtable.py:72(read_var)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:659(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:793(__init__)
      155    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:203(_collect_type_vars)
        4    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\abc.py:110(register)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:257(visit_Call)
       86    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
      121    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:1196(<genexpr>)
       55    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:375(<genexpr>)
       55    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:1037(<listcomp>)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:267(TranspilerRHS)
      138    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       55    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\inspect.py:404(isbuiltin)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       28    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:1204(is_dataclass)
      110    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
        6    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:157(visit_AugAssign)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:530(empty)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
      8/4    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\abc.py:121(__subclasscheck__)
       24    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Collections.py:41(asdict)
        6    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\enum.py:582(_find_data_type)
      174    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\inspect.py:2682(default)
       18    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:742(<listcomp>)
      110    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\inspect.py:2997(parameters)
       70    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      110    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
      8/4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1485(__init__)
       21    0.000    0.000    0.000    0.000 <string>:2(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:331(visit_Name)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\enum.py:561(_check_for_existing_members)
       14    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
       44    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:968(__setattr__)
      110    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\inspect.py:3001(return_annotation)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\enum.py:415(__getattr__)
       15    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Symtable.py:21(find_local_or_free)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:1321(__init_subclass__)
        6    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:309(visit_Yield)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:929(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:566(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:418(<listcomp>)
       65    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       51    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       54    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:834(_hash_set_none)
       65    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       33    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\numbers.py:147(Real)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Symtable.py:17(new)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       51    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:67(<genexpr>)
       42    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\abc.py:7(abstractmethod)
       21    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:318(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:687(TranspileStmt)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:98(Transpiler)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:1083(__mro_entries__)
       24    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:268(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:534(Metadata)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\enum.py:197(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\enum.py:81(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:1119(<genexpr>)
       15    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:296(__post_init__)
       35    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       21    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:227(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:917(_is_dunder)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
       26    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       19    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:625(__init__)
       24    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       15    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:302(hasCont)
       26    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:946(__mro_entries__)
       24    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:688(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1607(<setcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Symtable.py:69(mut_var)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\codecs.py:186(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:665(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:315(__post_init__)
       12    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:161(load_derefence)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:559(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:698(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Symtable.py:33(Symtable)
        9    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\enum.py:244(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\__future__.py:83(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:265(visit_Constant)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:130(ScoperStmt)
       12    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:321(hasCont)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:226(ScoperRHS)
        9    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:153(__post_init__)
       17    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:159(hasCont)
       23    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:305(__set_name__)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:524(Span)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Symtable.py:10(ConciseSymtable)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\numbers.py:267(Rational)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:714(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        7    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\collections\__init__.py:402(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:288(BinOp)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:386(SequenceElement)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:307(CmpOp)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Collections.py:15(OrderedSet)
        7    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:597(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:145(AugAssign)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:624(TranspilerLHS)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:326(UnaryOp)
        7    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:350(Lambda)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:358(CallEx)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:11(IRStmtTransformerInlineCache)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:508(TrFuncPointer)
        3    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:245(visit_Lambda)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:2293(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:188(ForIn)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:229(Try)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:344(DefaultArgEntry)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:1010(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:802(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\__future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:107(TrFloat)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:262(BoolAnd)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:271(BoolOr)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:317(ScoperLHS)
        3    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:103(TrInt)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:112(TrStr)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:123(TrTuple)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:179(While)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:246(BoolAnd2)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:254(BoolOr2)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:280(NamedExpr)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:367(Constant)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:373(DictEntry)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:379(Dict)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:413(Attribute)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:429(Yield)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:458(StoreListEx)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:101(StmtNodeVisitorInlineCache)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:25(IRExprTransformerInlineCache)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:220(_check_generic)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:139(Block)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:164(Assign)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:172(Return)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:204(IfThenElse)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:222(Handler)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:239(Raise)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:421(Subscript)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:436(YieldFrom)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:444(LocalVar)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:467(StoreList)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:480(StoreGlobal)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:519(Position)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\IntEncode.py:13(Decoder)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:104(__init_subclass__)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Symtable.py:5(ConflictNonlocal)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:128(TrBool)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:198(IfClause)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:392(List)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:399(Tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:406(Set)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:451(GlobalVar)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:486(StoreItem)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:494(StoreAttr)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:502(MultiAssign)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:118(__init_subclass__)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:39(LHSTransformerInlineCache)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:838(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:118(TrNone)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:474(StoreLocal)
        1    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:2213(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Scoper.py:115(ExprNodeVisitorInlineCache)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:216(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:1001(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:212(Continue)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\TraffyAsm.py:217(Break)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:28(__init_subclass__)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\typing.py:2245(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:42(__init_subclass__)
        2    0.000    0.000    0.000    0.000 C:\Users\twshe\conda\envs\py310\lib\dataclasses.py:178(__repr__)
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\twshe\Desktop\NCPy\UnityPython\unitypython\Transpile.py:14(__init_subclass__)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}


